term,annotation,df
Convolution,algorithm,ai_dev
probability,field,ai_dev
engineering,field,ai_dev
differential equations,field,ai_dev
DSP,field,ai_dev
audio signal processing,task,ai_dev
audio compression,task,ai_dev
digital,task,ai_dev
image,task,ai_dev
processing,task,ai_dev
video compression,task,ai_dev
speech processing,task,ai_dev
digital communication,task,ai_dev
digital synthesizer,task,ai_dev
radar,field,ai_dev
sonar,field,ai_dev
financial signal processing,field,ai_dev
seismology,field,ai_dev
biomedicine,field,ai_dev
David E. Rumelhart,researcher,ai_dev
Ronald J. Williams,researcher,ai_dev
Hinton,researcher,ai_dev
backpropagation algorithm,algorithm,ai_dev
multi-layer neural networks,algorithm,ai_dev
image-recognition,task,ai_dev
Alex Krizhevsky,researcher,ai_dev
median absolute deviation,metrics,ai_dev
Conceptual clustering,algorithm,ai_dev
machine translator,product,ai_dev
natural language,ai,ai_dev
Proceedings of the 1969 on Computational linguistics,conference,ai_dev
Sång-Säby,location,ai_dev
Sydney Lamb,researcher,ai_dev
Schank,researcher,ai_dev
Yale University,university,ai_dev
Robert Wilensky,researcher,ai_dev
Wendy Lehnert,researcher,ai_dev
Janet Kolodner,researcher,ai_dev
maximum likelihood method,algorithm,ai_dev
IMLM,algorithm,ai_dev
MLM,algorithm,ai_dev
table of confusion,metrics,ai_dev
SURF,product,ai_dev
Herbert Bay,researcher,ai_dev
Tinne Tuytelaars,researcher,ai_dev
Luc Van Gool,researcher,ai_dev
2006 European Conference on Computer Vision,conference,ai_dev
maximum likelihood estimator,metrics,ai_dev
probability density function,algorithm,ai_dev
pdf,algorithm,ai_dev
scene reconstruction,task,ai_dev
event detection,task,ai_dev
video tracking,task,ai_dev
3D pose estimation,task,ai_dev
learning,task,ai_dev
indexing,task,ai_dev
visual servoing,task,ai_dev
3D scene modeling,task,ai_dev
image restoration,task,ai_dev
Helmholtz Prize,ai,ai_dev
1987 ICCV,conference,ai_dev
Kass,researcher,ai_dev
Witkin,researcher,ai_dev
active contour model,algorithm,ai_dev
linear classification,task,ai_dev
L-BFGS,algorithm,ai_dev
coordinate descent,algorithm,ai_dev
Newton method,algorithm,ai_dev
TN,product,ai_dev
Massachusetts General Hospital,organisation,ai_dev
Devol,researcher,ai_dev
Campus Party Europe,conference,ai_dev
Caja Mágica,location,ai_dev
Madrid,location,ai_dev
European Union,organisation,ai_dev
DeepMind,organisation,ai_dev
Moorfields Eye Hospital,organisation,ai_dev
AI applications for healthcare,ai,ai_dev
PR2s,ai,ai_dev
University of Freiburg,university,ai_dev
Bosch,university,ai_dev
Georgia Tech,university,ai_dev
KU Leuven,university,ai_dev
MIT,university,ai_dev
Technical University of Munich,university,ai_dev
UC Berkeley,university,ai_dev
U Penn,university,ai_dev
USC,university,ai_dev
University of Tokyo,university,ai_dev
TP,metrics,ai_dev
TN,metrics,ai_dev
FP,metrics,ai_dev
FN,metrics,ai_dev
information gain,metrics,ai_dev
mutual information,metrics,ai_dev
odds ratio,metrics,ai_dev
robot control,task,ai_dev
elevator scheduling,task,ai_dev
telecommunications,task,ai_dev
checkers,task,ai_dev
Go,task,ai_dev
Georgia Institute of Technology,university,ai_dev
Atlanta,location,ai_dev
Georgia,location,ai_dev
Asia / Pacific,location,ai_dev
Beihang University Gymnasium,location,ai_dev
Beijing,location,ai_dev
China,country,ai_dev
LCD screen,product,ai_dev
computer vision-based articulated body pose estimation,task,ai_dev
optical motion capture,algorithm,ai_dev
SMC,organisation,ai_dev
Jaccard index,metrics,ai_dev
Programmable Universal Manipulation Arm,product,ai_dev
Bandwidth,ai,ai_dev
hertz,ai,ai_dev
electronics,field,ai_dev
digital communication,field,ai_dev
radio communication,field,ai_dev
spectroscopy,field,ai_dev
AnyBoost family of algorithms,ai,ai_dev
LR,algorithm,ai_dev
conditional random fields,algorithm,ai_dev
CRFs,algorithm,ai_dev
undirected graph,algorithm,ai_dev
decision trees,algorithm,ai_dev
VoiceOver,product,ai_dev
Mac OS X Tiger,product,ai_dev
convex approximation,algorithm,ai_dev
Support vector machine,algorithm,ai_dev
agnostic learning algorithms,ai,ai_dev
android,product,ai_dev
diarization,task,ai_dev
Xavier Anguera,researcher,ai_dev
element-wise activation function,algorithm,ai_dev
rectified linear unit,algorithm,ai_dev
pronunciation,ai,ai_dev
acoustic,ai,ai_dev
language model,ai,ai_dev
Roberts cross operator,algorithm,ai_dev
edge detection,task,ai_dev
sensitivity,metrics,ai_dev
specificity,metrics,ai_dev
perceptron models,algorithm,ai_dev
Perceptrons,ai,ai_dev
Document Understanding Conferences,conference,ai_dev
multi-document summarization,task,ai_dev
parallel manipulator,product,ai_dev
serial manipulator,product,ai_dev
SCARA,ai,ai_dev
cartesian coordinate robot,ai,ai_dev
Linguistic Society of America,organisation,ai_dev
American Philosophical Association,organisation,ai_dev
whitening transform,ai,ai_dev
covariance,ai,ai_dev
whitening matrix,ai,ai_dev
Cholesky decomposition,algorithm,ai_dev
IAI,organisation,ai_dev
cartesian coordinate robot,product,ai_dev
knowledge management,field,ai_dev
semantic web,field,ai_dev
software development,field,ai_dev
chemistry,field,ai_dev
biology,field,ai_dev
computational learning theory,field,ai_dev
learning theory,field,ai_dev
Collaborative filtering,algorithm,ai_dev
CF,algorithm,ai_dev
FALSE positive rate,metrics,ai_dev
VLDB,conference,ai_dev
Proceedings of the 34th International Conference on Very Large Data Bases,conference,ai_dev
SimRank,metrics,ai_dev
science fiction drama,ai,ai_dev
Sense8,ai,ai_dev
The Wachowskis,person,ai_dev
J. Michael Straczynski,person,ai_dev
Eurotra,ai,ai_dev
MT system,product,ai_dev
Greece,country,ai_dev
Portugal,country,ai_dev
Autoencoder,algorithm,ai_dev
neural machine translation,task,ai_dev
NMT,task,ai_dev
exploratory data analysis,task,ai_dev
WordNet-based word similarity algorithms,algorithm,ai_dev
WordNet :: Similarity,product,ai_dev
CVPR,conference,ai_dev
Erik Miller,researcher,ai_dev
Nicholas Matsakis,researcher,ai_dev
Paul Viola,researcher,ai_dev
QC,algorithm,ai_dev
clustering algorithms,ai,ai_dev
VEX Robotics World Championship,ai,ai_dev
Parade of Nations,ai,ai_dev
Freedom Hall,location,ai_dev
Single Word Error Rate,metrics,ai_dev
SWER,metrics,ai_dev
Command Success Rate,metrics,ai_dev
CSR,metrics,ai_dev
SIGGRAPH 2000,conference,ai_dev
KDD Conference,conference,ai_dev
KDD,conference,ai_dev
Knowledge Discovery and Data Mining,conference,ai_dev
AAAI conferences,conference,ai_dev
Gregory I. Piatetsky-Shapiro,researcher,ai_dev
Usama Fayyad,researcher,ai_dev
Machinery | ACM,conference,ai_dev
ACM,conference,ai_dev
International Association for Pattern Recognition,conference,ai_dev
IAPR,conference,ai_dev
American Association for Advancement of Science,conference,ai_dev
AAAS,conference,ai_dev
Society for Optics and Photonics Technology,conference,ai_dev
SPIE,conference,ai_dev
knowledge discovery in databases,task,ai_dev
Indy,product,ai_dev
operating system,ai,ai_dev
NMF,algorithm,ai_dev
nonnegative quadratic programming,algorithm,ai_dev
NQP,algorithm,ai_dev
conditional probabilities,ai,ai_dev
nonparametric maximum likelihood,metrics,ai_dev
autocorrelation,algorithm,ai_dev
multi-D Fourier transform,algorithm,ai_dev
mean square error,metrics,ai_dev
entropy,metrics,ai_dev
kernel methods,algorithm,ai_dev
geostatistics,field,ai_dev
kriging,algorithm,ai_dev
inverse distance weighting,algorithm,ai_dev
3D reconstruction,task,ai_dev
bioinformatics,field,ai_dev
chemoinformatics,field,ai_dev
Advanced Step in Innovative Mobility,product,ai_dev
TOSY,organisation,ai_dev
TOSY Ping Pong Playing Robot,product,ai_dev
TOPIO,product,ai_dev
medical operating robot,product,ai_dev
patient assist robots,product,ai_dev
dog therapy robots,product,ai_dev
swarm robots,product,ai_dev
UAV drones,product,ai_dev
General Atomics MQ-1 Predator,product,ai_dev
microscopic nano robots,product,ai_dev
Freddy,product,ai_dev
Freddy II,product,ai_dev
University of Edinburgh School of Informatics,university,ai_dev
Pat Ambler,researcher,ai_dev
Robin Popplestone,researcher,ai_dev
Austin Tate,researcher,ai_dev
Donald Mitchie,researcher,ai_dev
Paris,location,ai_dev
France,country,ai_dev
Lithuania,country,ai_dev
Dr. Paulos,researcher,ai_dev
Cooper-Siegel Associate Professor Chair,ai,ai_dev
School of Computer Science,organisation,ai_dev
Carnegie Mellon University,university,ai_dev
Human-Computer Interaction Institute,university,ai_dev
Robotics Institute,university,ai_dev
Entertainment Technology Center,university,ai_dev
6-axis articulated robot,product,ai_dev
arm solution,ai,ai_dev
chatbots,product,ai_dev
Sphinx toolkit,product,ai_dev
RoboCup competition,ai,ai_dev
International Micro Robot World Cup Soccer Tournament,ai,ai_dev
MIROSOT,ai,ai_dev
KAIST,university,ai_dev
Taejon,location,ai_dev
Korea,country,ai_dev
RLS,ai,ai_dev
maximum likelihood estimation,algorithm,ai_dev
regularization procedure,algorithm,ai_dev
true-positive rate,metrics,ai_dev
probability of detection,metrics,ai_dev
discrimination threshold,ai,ai_dev
cumulative distribution function,algorithm,ai_dev
false-alarm probability,metrics,ai_dev
speech recognition software,product,ai_dev
word processor,product,ai_dev
brain AVM,ai,ai_dev
Ron Sun,researcher,ai_dev
Vasant Honavar,researcher,ai_dev
Gregg Oden,researcher,ai_dev
end effector,ai,ai_dev
Cordell Green,researcher,ai_dev
Joshua Lederberg,researcher,ai_dev
Paul Cohen,researcher,ai_dev
Herbert Simon,researcher,ai_dev
mean absolute error,metrics,ai_dev
relative squared error,metrics,ai_dev
root relative squared error,metrics,ai_dev
relative absolute error,metrics,ai_dev
OCTAVE,programlang,ai_dev
Alan Turing,researcher,ai_dev
Herbert A. Simon,researcher,ai_dev
end-effector,ai,ai_dev
GATE,product,ai_dev
ANNIE,product,ai_dev
A Nearly-New Information Extraction System,product,ai_dev
tokenizer,ai,ai_dev
gazetteer,ai,ai_dev
sentence splitter,ai,ai_dev
Part-of-speech tagging,task,ai_dev
Named entity recognition transducer,product,ai_dev
coreference tagger,product,ai_dev
Moscow State University,university,ai_dev
Senator Edward M. Kennedy,person,ai_dev
DeepMind AlphaGo team,organisation,ai_dev
inaugural IJCAI Marvin Minsky medal,ai,ai_dev
anomalous propagation,ai,ai_dev
troposcatter,ai,ai_dev
troposphere,ai,ai_dev
ionized regions,ai,ai_dev
ionosphere,ai,ai_dev
Natural language processing,field,ai_dev
linguistics,field,ai_dev
information engineering,field,ai_dev
Extinction Rebellion,organisation,ai_dev
Sunrise Movement,organisation,ai_dev
SustainUS,organisation,ai_dev
Gaussian mixture model,algorithm,ai_test
variational autoencoders,algorithm,ai_test
International Language Resources and Evaluation Conference,conference,ai_test
maximum likelihood estimate,algorithm,ai_test
HMM,algorithm,ai_test
neural network,algorithm,ai_test
Troponymy,ai,ai_test
semantic network,ai,ai_test
WordNet database,product,ai_test
brevity penalty,ai,ai_test
neural net,algorithm,ai_test
FrameNet,product,ai_test
paraphrasing,task,ai_test
recognizing textual entailment,task,ai_test
Semantic Role Labeling,task,ai_test
data analysis,field,ai_test
spreadsheets,ai,ai_test
Excel,product,ai_test
databases,ai,ai_test
Access,product,ai_test
statistical analysis,field,ai_test
SAS,product,ai_test
generalized audit software,ai,ai_test
ACL,product,ai_test
Arbutus,product,ai_test
EAS,product,ai_test
business intelligence,ai,ai_test
Crystal Reports,product,ai_test
Business Objects,product,ai_test
Rethink Robotics,organisation,ai_test
iRobot,organisation,ai_test
Baxter,product,ai_test
text categorization,task,ai_test
text clustering,task,ai_test
concept / entity extraction,task,ai_test
production of granular taxonomies,task,ai_test
sentiment analysis,task,ai_test
document summarization,task,ai_test
entity relation modeling,task,ai_test
named entity recognition,task,ai_test
TRUE negative rate,metrics,ai_test
keyword spotting,task,ai_test
wake word,ai,ai_test
hot word,ai,ai_test
Prova,programlang,ai_test
Prolog,programlang,ai_test
Tocibai Machine,organisation,ai_test
Toshiba,organisation,ai_test
CNC milling,product,ai_test
Soviet Union,country,ai_test
CoCom,organisation,ai_test
COMECON,ai,ai_test
Engelberger,researcher,ai_test
Unimate industrial robotic arm,product,ai_test
Robot Hall of Fame,location,ai_test
static html,ai,ai_test
CGI,ai,ai_test
Dalton,person,ai_test
augmented reality,field,ai_test
LMF specification,task,ai_test
ISO,organisation,ai_test
k -NN classification,algorithm,ai_test
Decision tree,algorithm,ai_test
prosody,ai,ai_test
linear predictive coding,algorithm,ai_test
PSOLA,algorithm,ai_test
facial imagery,task,ai_test
evolutionary computation,algorithm,ai_test
global optimization,task,ai_test
biological evolution,ai,ai_test
soft computing,field,ai_test
word2vec model,product,ai_test
Mikolov,researcher,ai_test
word2vec,product,ai_test
ICCV,conference,ai_test
AIBO,product,ai_test
Computer vision,field,ai_test
International Conference on Computer Vision 2021,conference,ai_test
multiclass classification classification tasks,task,ai_test
Gebel,researcher,ai_test
Kaldi toolkit,product,ai_test
Johnson-Laird,researcher,ai_test
American Philosophical Society,organisation,ai_test
British Academy,organisation,ai_test
William James,researcher,ai_test
IEEE International Conference on Image Processing,conference,ai_test
Rui Hu,researcher,ai_test
Mark Banard,researcher,ai_test
John Collomosse,researcher,ai_test
HOG descriptor,algorithm,ai_test
sketch based image retrieval,task,ai_test
SBIR,task,ai_test
National Park Service,organisation,ai_test
NPS,organisation,ai_test
United Kingdom,country,ai_test
Historic Scotland,organisation,ai_test
HS,organisation,ai_test
World Monuments Fund,organisation,ai_test
Instituto Nacional de Antropología y Historia,organisation,ai_test
INAH,organisation,ai_test
CyArk,ai,ai_test
website,ai,ai_test
Kernel SVMs,algorithm,ai_test
machine-learning,field,ai_test
LIBSVM,product,ai_test
Loebner Prize Competition,ai,ai_test
Brighton Centre,location,ai_test
Brighton,location,ai_test
Interspeech 2009 conference,conference,ai_test
QRIO robot,product,ai_test
R-CODE,product,ai_test
Aperios operating system,product,ai_test
Speech waveforms,ai,ai_test
HMMs,algorithm,ai_test
Google Translate,product,ai_test
multilingual statistical machine translation,task,ai_test
Google,product,ai_test
fingerprint recognition,task,ai_test
visual inspection or compression,task,ai_test
Godfathers of AI,ai,ai_test
Godfathers of Deep Learning,ai,ai_test
NSA Bethesda,organisation,ai_test
Walter Reed National Military Medical Center,organisation,ai_test
control,task,ai_test
planning and scheduling,task,ai_test
answer diagnostic and consumer questions,task,ai_test
facial recognition,task,ai_test
Toeplitz matrix,ai,ai_test
Levinson recursion,algorithm,ai_test
15th edition of Campus Party Spain,conference,ai_test
chess,product,ai_test
go,product,ai_test
multinomial logit model,algorithm,ai_test
perceptron algorithm,algorithm,ai_test
linear discriminant analysis,algorithm,ai_test
Daniel Pearl,person,ai_test
Wall Street Journal,organisation,ai_test
Judea,person,ai_test
Daniel Pearl Foundation,organisation,ai_test
Red Envelope Entertainment,organisation,ai_test
John Waters,person,ai_test
Beth Israel Deaconess Medical Center,organisation,ai_test
word alignment,task,ai_test
language modeling,task,ai_test
statistical machine translation,task,ai_test
SMT,task,ai_test
WSD,field,ai_test
Richard Zemel,researcher,ai_test
Zoubin Ghahramani,researcher,ai_test
ROC,metrics,ai_test
Thrun,researcher,ai_test
Wolfram Burgard,researcher,ai_test
Dieter Fox,researcher,ai_test
robotic tour guide,product,ai_test
Deutsches Museum Bonn,location,ai_test
semantic relation,ai,ai_test
North American Chapter of the Association for Computational Linguistics,conference,ai_test
EMNLP,conference,ai_test
HLT,conference,ai_test
speech processing,field,ai_test
parts of speech,ai,ai_test
electronic medical record,ai,ai_test
LPBoost,algorithm,ai_test
TotalBoost,algorithm,ai_test
xgboost,algorithm,ai_test
MadaBoost,algorithm,ai_test
Mattel,product,ai_test
Intellivision,product,ai_test
Intellivoice Voice Synthesis,task,ai_test
high-accuracy knowledge-based MT,task,ai_test
Statistical machine translation,task,ai_test
generalized example-based MT,task,ai_test
Wolfram Mathematica,organisation,ai_test
Mathematica,organisation,ai_test
geometry,field,ai_test
data science,field,ai_test
visualizations,field,ai_test
digitally operated and programmable robot,product,ai_test
George Devol,researcher,ai_test
DBNs,algorithm,ai_test
DBMs,algorithm,ai_test
Object recognition,task,ai_test
vision based activity recognition,task,ai_test
expectation-maximization,algorithm,ai_test
EM,algorithm,ai_test
maximum a posteriori,metrics,ai_test
MAP,metrics,ai_test
latent variable,ai,ai_test
FALSE Positive Rate,metrics,ai_test
FPR,metrics,ai_test
FALSE Negative Rate,metrics,ai_test
FNR,metrics,ai_test
signal to noise ratio,metrics,ai_test
sciences,field,ai_test
Human Augmentation,field,ai_test
Steve Mann,researcher,ai_test
Virtual Reality Toronto conference,conference,ai_test
Walter R. Booth,person,ai_test
U.K. Kinoplastikon,organisation,ai_test
Cecil Hepworth,person,ai_test
Chicago,location,ai_test
Cow Palace,location,ai_test
chatbot,product,ai_test
word-classification,task,ai_test
WaveNet,product,ai_test
ALE,product,ai_test
Emergency management,ai,ai_test
disaster relief,ai,ai_test
ordinary communication,ai,ai_test
extraordinary situation response,ai,ai_test
American Red Cross,organisation,ai_test
FEMA,organisation,ai_test
Disaster Medical Assistance Team,organisation,ai_test
