term,annotation,df
nonylphenol ethoxylate,Material,scienceie
npe,Material,scienceie
surfactants,Material,scienceie
alkylphenol ethoxylates,Material,scienceie
quaternary ammonium salts,Material,scienceie
amines (when protonated),Material,scienceie
cationic surfactants class,Material,scienceie
n-dodecylpyridinium bromide,Material,scienceie
ddpb,Material,scienceie
anionic sulphates,Material,scienceie
anionic sulphonates,Material,scienceie
npes,Material,scienceie
surfactant or active corrosion inhibitor,Material,scienceie
ethoxylated linear alcohols,Material,scienceie
amines,Material,scienceie
protonated state,Process,scienceie
quaternary ammonium compounds,Material,scienceie
quats,Material,scienceie
long-chain quaternary ammonium bromides,Material,scienceie
steel materials,Material,scienceie
alkoxylated alkylphenol resins,Material,scienceie
polyoxyethylene sorbitan oleates,Material,scienceie
blend of polyethylene glycol esters of fatty acids and ethoxylated alkylphenols,Material,scienceie
emulsifiers,Material,scienceie
dispersed emulsion,Material,scienceie
surface active specie,Material,scienceie
cis,Material,scienceie
data acquisition strategies,Process,scienceie
physical and statistical modeling,Task,scienceie
extraction of the necessary information,Task,scienceie
statistical model,Process,scienceie
capture the temporal evolution,Task,scienceie
energy material,Material,scienceie
univariate time-series data streams,Material,scienceie
high-dimensional volumetric imaging datasets,Material,scienceie
"micro-, meso- and macroscopic approaches",Process,scienceie
development of network models,Task,scienceie
energy materials,Material,scienceie
degradation science,Task,scienceie
query,Task,scienceie
modeling,Task,scienceie
appropriate informatics methods,Process,scienceie
modeling approaches,Process,scienceie
network of models,Process,scienceie
informatics,Task,scienceie
analytics,Task,scienceie
laboratory and real-world experimentation,Task,scienceie
bond failure,Process,scienceie
micro-crack nucleation,Process,scienceie
micro-cracks,Material,scienceie
mathematical graph,Process,scienceie
separation between the adjacent cells in the cellular structure along their common face,Process,scienceie
pore,Material,scienceie
failed surface,Material,scienceie
failed faces,Material,scienceie
cellular structure,Material,scienceie
crack,Material,scienceie
failed face,Material,scienceie
nuclear reactors,Material,scienceie
zirconium alloys,Material,scienceie
degradation mechanisms,Process,scienceie
oxidation,Process,scienceie
hydrogen pick-up,Process,scienceie
understanding how these issues influence oxidation,Task,scienceie
developing a full mechanistic understanding of the corrosion process,Task,scienceie
optical properties,Task,scienceie
electronic environment,Process,scienceie
optical processes,Process,scienceie
resonance energy transfer,Process,scienceie
absorption bands,Material,scienceie
electronic influence,Process,scienceie
quantum electrodynamic,Process,scienceie
qed,Process,scienceie
experimental procedures,Process,scienceie
local environment of molecular chromophores,Process,scienceie
light-harvesting complexes,Process,scienceie
photosynthetic antenna molecule bacteriochlorophyll,Material,scienceie
energy transfer,Process,scienceie
"influence of a neighbouring, off-resonant, molecule on photon absorption",Task,scienceie
induced circular dichroism,Process,scienceie
circular differential absorption,Process,scienceie
atoms,Material,scienceie
local field effects,Process,scienceie
nanostructured photonic materials,Material,scienceie
carotenoid species,Material,scienceie
photon absorption,Process,scienceie
photon,Material,scienceie
chiral mediator,Material,scienceie
achiral acceptor,Material,scienceie
comparative analysis,Task,scienceie
fm,Process,scienceie
fe,Process,scienceie
fm deployment algorithm,Process,scienceie
vessels,Material,scienceie
vessel wall,Material,scienceie
curved vessels,Material,scienceie
fe simulations,Process,scienceie
simplified contact model,Process,scienceie
stent-graft expansion,Process,scienceie
nodes,Material,scienceie
contact algorithm,Process,scienceie
fe analyses,Process,scienceie
deformation structure,Process,scienceie
singlet deformation,Task,scienceie
deformation parameters,Process,scienceie
n=2 supersymmetric u(1) gauge theory,Task,scienceie
the gauge and supersymmetry transformations,Task,scienceie
correction linear,Process,scienceie
field redefinition,Process,scienceie
n=1/2 super-yang–mills theory,Task,scienceie
component fields,Task,scienceie
deformed supersymmtery transformation,Process,scienceie
singlet case,Task,scienceie
deformed lagrangian,Process,scienceie
n=1/2 superspace,Process,scienceie
n=1/2 super-yang–mills theory with adjoint matter,Process,scienceie
r-symmetry group,Process,scienceie
su(2)r,Process,scienceie
harmonic superspace,Process,scienceie
singlet representation,Process,scienceie
singlet deformation,Process,scienceie
deformation parameter,Process,scienceie
gauge transformation,Process,scienceie
transform canonically under the deformed supersymmetry,Process,scienceie
deformed supersymmetry,Process,scienceie
gauge and supersymmetry transformations,Process,scienceie
single function,Process,scienceie
antiholomorphic scalar field,Process,scienceie
short-time quantum propagator,Process,scienceie
propagator,Process,scienceie
wkb limit of quantum theory,Task,scienceie
schrödinger equation under polar decomposition of the wave function,Process,scienceie
hamilton–jacobi equation,Process,scienceie
infinitesimal time intervals,Material,scienceie
discontinuous galerkin,Process,scienceie
dg,Process,scienceie
solving conservation laws of the shallow water equations,Task,scienceie
shallow water equations,Process,scienceie
dg method,Process,scienceie
finite element weak formulation,Process,scienceie
shape a piecewise-polynomial solution over each local discrete cell,Task,scienceie
local basis functions,Process,scienceie
dg polynomial accuracy,Process,scienceie
conservation principles,Process,scienceie
dg-based shallow water model,Task,scienceie
very coarse meshes,Material,scienceie
cfl number,Process,scienceie
supersymmetry,Process,scienceie
susy,Process,scienceie
super-partners,Material,scienceie
susy particles,Material,scienceie
angular distributions,Process,scienceie
charge asymmetry,Process,scienceie
lepton-jet invariant mass distributions,Process,scienceie
primary production asymmetry,Process,scienceie
msugra model point,Process,scienceie
asymmetry distributions,Process,scienceie
measure the spins of the new particles,Task,scienceie
monte carlo simulations,Process,scienceie
squarks,Material,scienceie
anti-squarks,Material,scienceie
sparticle decays,Process,scienceie
demonstrate that they are indeed the predicted super-partners,Task,scienceie
spin-0 slepton,Material,scienceie
retrospective assessment of environmental carrying capacity,Task,scienceie
environmental management of reclamation,Process,scienceie
synthetic assessment method based on cloud theory is applied,Task,scienceie
cloud theory,Process,scienceie
environmental carrying capacity,Process,scienceie
field data,Material,scienceie
marine reclamation,Process,scienceie
obtain the historical development situation of reclamation domain,Task,scienceie
synthetic assessment method,Process,scienceie
improving the managed level,Task,scienceie
guiding the environmental management of reclamation,Task,scienceie
evolutionary algorithms,Process,scienceie
stochastic optimization methods,Process,scienceie
natural evolution,Process,scienceie
population based search procedures,Process,scienceie
search mechanism,Process,scienceie
optimization problem,Process,scienceie
reviews the work carried out for diversity and convergence issues in emo,Task,scienceie
eas,Process,scienceie
emo,Process,scienceie
topological insulators,Process,scienceie
tis,Process,scienceie
spintronics materials,Material,scienceie
spin–orbit interaction,Process,scienceie
binary chalcogenides,Material,scienceie
bi2te3,Material,scienceie
sb2te3,Material,scienceie
bi2se3,Material,scienceie
surface sensitive probes,Process,scienceie
angle resolved photoemission spectroscopy,Process,scienceie
scanning tunneling microscopy/spectroscopy,Process,scienceie
ternary chalcogenide,Material,scienceie
(bixsb1−x)2te3,Material,scienceie
ab initio calculations,Process,scienceie
arpes measurements,Process,scienceie
topological insulator,Process,scienceie
changing the bi/sb composition ratio,Process,scienceie
magnetism,Process,scienceie
superconductivity,Process,scienceie
ferromagnetism,Process,scienceie
tm,Material,scienceie
hall effect,Task,scienceie
majorana fermions,Task,scienceie
image magnetic monopole effect,Task,scienceie
faraday and kerr magneto-optical effect,Task,scienceie
fundamental physical phenomena,Task,scienceie
site-specific nanowire size reduction,Task,scienceie
modulation of the electrical properties,Process,scienceie
fib-milling,Process,scienceie
controllable size reduction with high resolution towards the observation of size- and quantum effects,Task,scienceie
uniform shrinking,Process,scienceie
fib thinning,Process,scienceie
transmission electron microscope images,Material,scienceie
thinned tungsten composite nanowire,Material,scienceie
wire,Material,scienceie
high resolution images,Material,scienceie
thinning,Process,scienceie
as-deposited wire,Material,scienceie
construction of 3d superconducting nanodevices,Task,scienceie
3d superconducting nanodevices,Material,scienceie
microstructure and electro-chemical processes,Process,scienceie
corrosion kinetics,Material,scienceie
link up of nano pores,Material,scienceie
synchrotron x-ray diffraction,Process,scienceie
s-xrd,Process,scienceie
zircaloy-4,Material,scienceie
monoclinic and stabilised tetragonal phases,Material,scienceie
∼7% reduction in the tetragonal phase,Material,scienceie
water nuclear reactors,Material,scienceie
oxidation of these alloys,Task,scienceie
metal-oxide interface,Material,scienceie
metal/oxide interface,Material,scienceie
tetragonal phase,Process,scienceie
phase transformation,Process,scienceie
fracture,Process,scienceie
oxygen containing species,Material,scienceie
ingress,Process,scienceie
workmanship defects,Process,scienceie
granulometry of the handmade concretes,Process,scienceie
compaction process,Process,scienceie
installment of concrete,Process,scienceie
concrete cover,Material,scienceie
faults in the connections of stirrups,Process,scienceie
unstaggered formation of stirrup,Process,scienceie
perpendicular angles,Process,scienceie
inadequately anchorage lengths,Process,scienceie
use of cold joints,Process,scienceie
stirrup hooks,Material,scienceie
longitudinal bars,Material,scienceie
hooks,Material,scienceie
beams,Material,scienceie
columns,Material,scienceie
linear model,Process,scienceie
calculate hedonic price indices,Task,scienceie
